avgRateByFrame,avgRateBytes,maxRate,minRate,avgRate,avgDt,estAvgBufferTime,changes,queueLength,queueLengthInBytes,duration_min,ul_txPackets,ul_txBytes,ul_txOffered,ul_xBytes,ul_rxOfferedthroughput,ul_meanDelay,ul_meanJitter,ul_rxPackets,ul_pdcp_nTxPDUs,ul_pdcp_TxBytes,ul_pdcp_nRxPDUs,ul_pdcp_RxBytes,ul_pdcp_delay_s,ul_pdcp_stdDev_s,ul_pdcp_min_s,ul_pdcp_max_s,ul_pdcp_PduSize,ul_pdcp_stdDev,ul_rlc_nTxPDUs,ul_rlc_TxBytes,ul_rlc_nRxPDUs,ul_rlc_RxBytes,ul_rlc_delay_s,ul_rlc_stdDev_s,ul_rlc_min_s,ul_rlc_max_s,ul_rlc_PduSize,ul_rlc_stdDev,ul_rlc_min,ul_rlc_max,IMSI,cellId,rnti,dl_mac_mcs,dl_mac_TbSize,index_x,sinr,dl_pathLoss_dB,ul_pathLoss_dB,ul_tbSize,ul_mcs,ul_rv,ul_SINR_dB,ul_CQI,ul_corrupt,ul_rv_max,dl_tbSize,dl_mcs,dl_rv,dl_SINR_dB,dl_CQI,dl_corrupt,UL_DCI_rxMac,BSR_txMac,SR_txMac,UL_DCI_rxPhy_x,DL_DCI_rxPhy_x,qoe_YinX_v1,qoe_YinX_v2,nodes
2084,94488,4220,1547,11660,40.9,11.79,3,1095,12510,516,25460,14940684,13.05,14797460,12.94,32.66,0.4038,25220,25460,14991598,25220,14847886,0.03265,0.0125,0.003,0.0663,589.0,17.52,4710,14897817,4710,14896215,0.002415,0.000488,0.00217,0.00796,3162,588.5,20,17710,71,15,2,27.92,2342.0,496,52.6,-79.2,-79.2,3210,27.95,0.008,31.8,0.01,0.008,1,2342.0,27.94,0.0,52.6,15.0,0.0,5216,5216,120,45600,3412,40.38,24.89,9
1406,63261,2484,1245,8880,34.3,11.0,7,968,9840,598,19420,11403353,10.01,11322209,9.88,58.72,0.711,19300,19420,11442207,19300,11360787,0.0587,0.02676,0.00343,0.1031,589.0,17.28,5212,11409913,5210,11401903,0.004044,0.002357,0.002243,0.012955,2190,1789.0,27,19310,24,5,7,27.69,1671.0,1706,37.4,-86.9,-86.9,2332,26.77,0.209,21.69,0.21,0.206,2,1672.0,27.69,0.024,37.4,14.89,0.024,6950,6950,96,61570,3908,29.45,18.1,10
2204,100315,4220,1547,11740,41.12,11.82,3,1098,12296,413,25250,14814812,13.02,14814812,12.95,41.47,0.497,25250,25250,14865296,25250,14865296,0.04147,0.01797,0.0035,0.0827,589.0,17.5,5910,14916566,5910,14916566,0.0027,0.0004017,0.00217,0.00796,2522,1296.0,27,17710,84,21,5,27.84,1864.0,6588,47.1,-80.5,-80.5,2666,27.98,0.006,32.3,0.01,0.006,1,1866.0,27.84,0.004,47.1,14.96,0.004,6390,6390,118,48220,3616,40.8,25.16,8
2388,126877,4220,1547,27970,52.56,13.53,3,1222,29280,70,55300,32258668,28.95,32229268,28.92,22.17,0.1696,55260,55300,32369280,55260,32339780,0.02214,0.01095,0.003,0.1205,585.5,47.25,2856,32458196,2854,32429224,0.004177,0.002333,0.00217,0.00896,11360,5644.0,27,19310,6,5,1,27.95,3496.0,2404,41.9,-86.5,-86.5,11660,27.33,0.205,24.23,0.21,0.205,1,3506.0,27.95,0.0,41.9,15.0,0.0,4560,4560,249,8770,1271,97.2,59.84,2
2308,105316,4220,1245,17020,83.25,16.8,2,1626,18450,227,36130,21199108,18.75,21199108,18.67,27.48,0.2852,36130,36130,21271356,36130,21271356,0.02747,0.008354,0.005787,0.04678,589.0,17.61,4520,21334736,4520,21334736,0.00295,0.0001512,0.002457,0.00789,4720,939.5,13,19310,36,15,5,27.95,2418.0,3879,53.0,-77.75,-77.75,4804,27.98,0.001,36.16,0.0,0.001,1,2418.0,27.95,0.0,53.0,15.0,0.0,5256,5256,163,29390,2800,56.5,34.88,5
2204,100314,4220,1547,11624,40.94,11.81,3,1112,12450,449,25170,14770890,12.93,14762070,12.875,47.44,0.543,25150,25170,14821224,25150,14812374,0.04742,0.0212,0.004215,0.0848,589.0,17.45,5556,14871479,5556,14862829,0.003641,0.001904,0.002314,0.012955,2676,2016.0,27,19310,74,19,7,27.89,1791.0,6198,41.94,-83.1,-83.1,2786,27.88,0.141,26.44,0.14,0.14,2,1791.0,27.89,0.0,41.9,15.0,0.0,6900,6900,115,48450,3656,40.8,25.16,8
1487,70130,2484,1547,9544,36.75,11.06,6,977,10090,409,20480,12018379,10.695,11987215,10.65,55.1,0.595,20420,20480,12059387,20420,12028117,0.05508,0.027,0.003786,0.11145,589.0,17.52,4000,12098940,3996,12068248,0.005215,0.00304,0.002243,0.0176,3020,3056.0,15,19310,9,3,8,27.1,1695.0,6423,40.34,-86.25,-86.25,3122,25.3,0.36,18.64,0.32,0.321,3,1696.0,27.1,0.057,40.34,14.6,0.054,6296,6296,104,45200,3140,31.39,19.31,8
2288,107789,4220,1547,12680,44.47,11.93,3,1126,13150,342,26880,15774183,14.06,15774183,14.01,34.12,0.4001,26880,26880,15827935,26880,15827935,0.03412,0.01283,0.003214,0.064,589.0,17.19,5000,15879419,5000,15879419,0.00244,0.000563,0.00217,0.00796,3176,500.5,27,14490,69,19,2,27.94,2464.0,5620,47.34,-82.7,-82.7,3240,27.98,0.01,29.86,0.01,0.01,1,2464.0,27.94,0.0,47.38,15.0,0.0,5510,5510,122,42750,3272,41.1,25.34,7
2204,103087,4220,1547,13120,51.53,12.88,3,1226,13720,342,27780,16296734,14.55,16296734,14.484,32.9,0.3938,27780,27780,16352270,27780,16352270,0.03287,0.012566,0.003714,0.05936,589.0,17.75,5110,16405291,5110,16405291,0.002792,0.0002273,0.00217,0.00796,3208,661.5,27,19310,45,13,5,27.94,2210.0,5098,51.6,-79.44,-79.44,3258,27.98,0.002,33.6,0.0,0.002,1,2210.0,27.94,0.0,51.6,15.0,0.0,5604,5604,128,42780,3450,43.9,27.1,7
2084,95047,4220,1547,12820,48.78,12.8,3,1222,13970,360,27870,16358589,14.29,16314812,14.24,41.6,0.4668,27790,27870,16414333,27790,16370406,0.04156,0.01794,0.003286,0.0727,589.0,17.12,5720,16439800,5720,16425328,0.003181,0.001114,0.002243,0.00796,2872,1943.0,27,19310,8,3,7,27.9,1909.0,5485,43.53,-82.25,-82.25,3118,27.95,0.05,27.66,0.05,0.05,1,1909.0,27.9,0.0,43.53,15.0,0.0,6556,6556,128,42300,3292,43.47,26.81,7
2388,105419,4220,1547,19260,79.1,17.06,3,1564,21660,165,42000,24648564,21.56,24602700,21.47,27.45,0.256,41920,42000,24732560,41920,24686540,0.02744,0.009766,0.003,0.05328,589.0,17.16,4360,24778208,4360,24758896,0.002851,0.0015545,0.00217,0.00796,5680,2614.0,27,19310,40,19,1,27.89,2982.0,3468,47.28,-82.94,-82.94,5980,27.73,0.078,29.55,0.08,0.079,1,2988.0,27.88,0.014,47.28,14.95,0.014,5480,5480,192,21980,2116,67.4,41.34,4
2204,102104,4220,1547,11200,36.22,10.88,3,1022,11870,410,24340,14286115,12.47,14253435,12.46,42.94,0.5156,24290,24340,14334797,24290,14302005,0.04294,0.01959,0.003357,0.08826,589.0,17.33,5484,14350827,5484,14350827,0.003075,0.001402,0.002243,0.012955,2616,1349.0,27,19310,3,1,6,27.89,1799.0,5645,48.56,-81.9,-81.9,2706,27.83,0.072,28.6,0.07,0.07,2,1794.0,27.88,0.0,48.56,15.0,0.0,6344,6344,113,47260,3386,37.7,23.22,8
1706,80626,3528,1245,9700,30.58,10.05,5,922,10456,556,21120,12396511,10.875,12396511,10.82,57.25,0.6724,21120,21120,12438751,21120,12438751,0.05722,0.02663,0.00307,0.1071,589.0,16.97,5396,12482674,5396,12482674,0.004025,0.00233,0.002243,0.012955,2312,1782.0,27,19310,84,17,7,27.88,1695.0,2246,43.5,-83.8,-83.8,2412,27.56,0.204,24.94,0.2,0.201,2,1695.0,27.88,0.0,43.53,15.0,0.0,7136,7136,97,61200,4064,31.9,19.62,10
2388,106931,4220,1547,15770,70.7,15.75,2,1505,16780,288,33600,19720650,17.22,19625642,17.12,33.47,0.382,33440,33600,19787852,33440,19692520,0.03345,0.01325,0.00343,0.0643,589.0,17.14,5744,19774938,5744,19755626,0.002613,0.001062,0.00217,0.00796,3440,1363.0,27,19310,65,21,2,27.94,2524.0,4717,46.97,-81.06,-81.06,3654,27.98,0.037,31.58,0.04,0.037,1,2526.0,27.94,0.0,46.97,15.0,0.0,6532,6532,149,37900,3176,53.97,33.34,6
1618,78227,3080,1245,8130,26.16,9.24,5,826,8520,556,17470,10255916,9.11,10255916,9.016,61.84,0.7305,17470,17470,10290864,17470,10290864,0.06186,0.02597,0.00357,0.1154,589.0,17.36,4210,10326579,4210,10326579,0.004845,0.003319,0.00217,0.01767,2454,1330.0,27,19310,18,3,3,27.72,2110.0,2172,41.2,-84.94,-84.94,2538,26.28,0.357,18.72,0.31,0.31,3,2112.0,27.72,0.014,41.2,14.95,0.014,6450,6450,83,62300,3348,25.81,15.86,10
2204,103271,4220,1547,11250,37.38,10.9,3,1026,11650,511,24030,14102364,12.53,14102364,12.47,33.6,0.4036,24030,24030,14150422,24030,14150422,0.03357,0.01272,0.002644,0.0625,589.0,17.86,4510,14196564,4510,14196564,0.002264,0.0002654,0.00217,0.00796,3146,468.5,27,17700,27,5,1,27.92,2484.0,18,53.56,-76.56,-76.56,3186,27.98,0.002,31.06,0.0,0.002,1,2484.0,27.92,0.0,53.56,15.0,0.0,4944,4944,112,50880,3604,37.7,23.22,9
2388,109818,4220,1547,16330,75.94,15.84,2,1526,17540,220,34400,20180748,18.0,20180748,17.92,31.81,0.3452,34400,34400,20249520,34400,20249520,0.0318,0.01211,0.0035,0.0656,589.0,17.6,4170,20309786,4170,20309786,0.004234,0.002195,0.002457,0.012886,4870,1975.0,27,19310,56,23,5,27.9,2320.0,3839,40.97,-85.56,-85.56,5080,27.38,0.206,24.6,0.21,0.206,2,2320.0,27.9,0.055,40.97,14.88,0.055,5950,5950,152,29340,2640,53.97,33.34,5
2388,111132,4220,1547,15660,66.2,14.78,2,1426,16930,262,33000,19353158,17.14,19353158,17.05,29.89,0.3315,33000,33000,19419114,33000,19419114,0.02988,0.011696,0.004215,0.05856,589.0,17.61,5036,19479700,5036,19479700,0.002314,0.000388,0.00217,0.00796,3868,1736.0,27,19310,54,17,1,27.94,2660.0,4416,51.72,-76.44,-76.44,4048,27.98,0.004,36.22,0.0,0.004,1,2660.0,27.94,0.0,51.72,15.0,0.0,5624,5624,152,31260,2630,50.84,31.39,6
1581,69941,2484,1547,9860,33.62,10.84,5,959,10710,511,21400,12563518,11.02,12519666,10.93,46.56,0.5894,21330,21400,12606328,21330,12562326,0.04654,0.02193,0.007786,0.097,589.0,17.5,5270,12621787,5270,12613091,0.003326,0.001829,0.00217,0.012955,2392,1275.0,27,19310,76,17,6,27.86,1838.0,293,42.6,-82.56,-82.56,2500,27.81,0.118,25.05,0.11,0.114,2,1838.0,27.84,0.007,42.6,14.98,0.007,6356,6356,106,51970,3452,32.53,20.05,9
2003,94386,4220,1245,10000,30.94,10.04,3,924,10430,580,21540,12644607,11.1,12631671,11.02,54.7,0.618,21520,21540,12687695,21520,12674715,0.05466,0.0226,0.003357,0.1064,589.0,17.53,5080,12730005,5076,12718755,0.003841,0.002384,0.002243,0.00796,2506,1332.0,27,19310,77,15,4,27.84,1924.0,1273,40.2,-87.7,-87.7,2606,27.8,0.199,23.58,0.2,0.2,1,1925.0,27.84,0.005,40.2,14.99,0.005,6730,6730,100,61700,4228,33.53,20.62,10
2388,107966,4220,1547,23020,39.66,12.01,3,1090,26220,115,50240,29479192,25.73,29393592,25.64,21.94,0.2003,50080,50240,29579648,50080,29493756,0.02193,0.00635,0.00443,0.039,589.0,16.81,4230,29591568,4230,29578700,0.0026,0.000892,0.00217,0.00796,6990,2452.0,27,19310,3,1,1,27.95,3266.0,2964,55.28,-76.75,-76.75,7176,27.98,0.025,38.56,0.03,0.025,1,3266.0,27.95,0.0,55.28,15.0,0.0,5170,5170,216,15980,1777,94.06,57.9,3
2388,112550,4220,1547,23710,42.6,12.25,3,1126,27200,115,51870,30451680,26.75,30451680,26.7,22.55,0.2091,51870,51870,30555444,51870,30555444,0.02254,0.005978,0.003,0.03693,589.0,16.8,4784,30644184,4784,30644184,0.002424,0.0001359,0.00217,0.00796,6404,1634.0,27,19310,18,11,1,27.95,3328.0,2979,52.56,-77.94,-77.94,6580,27.98,0.0,37.66,0.0,0.0,1,3328.0,27.95,0.0,52.56,15.0,0.0,5650,5650,221,17600,1938,88.94,54.7,3
1699,80254,3080,1547,9256,30.7,10.11,6,925,10104,556,20380,11965003,10.45,11953748,10.43,52.47,0.676,20370,20380,12005773,20370,11994478,0.05246,0.02509,0.0035,0.0994,589.0,17.03,5790,12049622,5788,12038711,0.003418,0.001702,0.002243,0.012955,2080,1375.0,27,19310,73,15,8,27.86,1643.0,2237,46.6,-79.25,-79.25,2226,27.9,0.11,26.7,0.11,0.11,2,1643.0,27.86,0.0,46.6,15.0,0.0,6856,6856,101,61250,4250,30.02,18.45,10
2388,108691,4220,1547,15100,65.1,14.84,2,1426,16240,268,32290,18950456,16.7,18950456,16.64,32.88,0.3818,32290,32290,19015040,32290,19015040,0.03287,0.01255,0.007286,0.05942,589.0,17.75,5760,19076288,5760,19076288,0.002264,9.09e-05,0.00217,0.002956,3312,841.0,27,19310,42,13,1,27.94,2514.0,4260,55.84,-78.56,-78.56,3466,28.0,0.0,30.22,0.0,0.0,1,2514.0,27.94,0.0,55.84,15.0,0.0,6316,6316,147,37860,3292,50.84,31.39,6
2388,108927,4220,1547,23570,40.6,12.15,3,1104,27020,119,51780,30379518,26.61,30371874,26.5,22.27,0.2081,51740,51780,30483038,51740,30475368,0.02225,0.00599,0.003,0.03708,589.0,16.72,4750,30571500,4748,30563888,0.00243,0.000211,0.00217,0.00796,6436,1834.0,27,19310,27,17,1,27.95,3264.0,2844,54.16,-78.2,-78.2,6604,27.98,0.001,35.16,0.0,0.001,1,3264.0,27.95,0.0,54.16,15.0,0.0,5610,5610,223,17570,1950,88.94,54.7,3
1699,78772,3080,1547,10010,36.12,11.01,6,1004,10790,606,21810,12800241,11.2,12715569,11.09,40.9,0.4966,21660,21810,12843855,21660,12758895,0.0409,0.0169,0.002644,0.088,589.0,16.9,4082,12807448,4080,12801022,0.003492,0.002668,0.00217,0.012955,3138,712.5,27,19310,40,7,1,27.9,2580.0,1470,46.88,-78.2,-78.2,3184,27.81,0.205,21.55,0.18,0.181,2,2580.0,27.9,0.0,46.88,15.0,0.0,5410,5410,106,55260,3882,33.5,20.62,10
2288,104422,4220,1547,13870,56.94,13.68,3,1326,14790,342,29630,17393364,15.29,17393364,15.27,33.72,0.3926,29630,29630,17452636,29630,17452636,0.03372,0.01414,0.003714,0.0722,589.0,17.42,4810,17507676,4810,17507676,0.003176,0.001818,0.00217,0.012955,3642,1474.0,27,19310,33,9,3,27.94,2360.0,5586,56.0,-78.8,-78.8,3724,27.92,0.108,30.6,0.11,0.107,2,2360.0,27.94,0.0,56.0,15.0,0.0,5916,5916,139,35700,2756,47.34,29.22,7
2388,109918,4220,1547,23420,41.44,12.15,3,1123,27140,115,51840,30428366,26.6,30399554,26.52,22.11,0.2092,51800,51840,30532050,51800,30503140,0.0221,0.00602,0.003,0.03622,589.0,16.44,4770,30610960,4770,30591648,0.002422,0.0001081,0.00217,0.002956,6416,1771.0,27,19310,36,23,1,27.95,3190.0,2997,50.2,-78.75,-78.75,6576,27.98,0.0,35.8,0.0,0.0,0,3190.0,27.95,0.0,50.2,15.0,0.0,5630,5630,225,17570,1957,88.94,54.7,3
2388,110107,4220,1547,14250,57.28,13.81,2,1326,15140,298,30190,17714848,15.6,17714848,15.55,32.56,0.379,30190,30190,17775222,30190,17775222,0.03256,0.01283,0.003714,0.0636,589.0,18.11,5200,17832034,5200,17832034,0.002537,0.0008817,0.00217,0.00796,3428,1094.0,27,19310,23,7,2,27.94,2452.0,4459,55.28,-78.8,-78.8,3512,27.98,0.026,34.1,0.03,0.026,1,2452.0,27.94,0.0,55.28,15.0,0.0,5868,5868,137,37200,2932,47.72,29.45,6
2084,93196,4220,1547,9860,27.47,9.8,3,873,10020,461,21230,12458630,10.914,12419482,10.836,47.47,0.607,21170,21230,12501086,21170,12461804,0.04745,0.02275,0.004284,0.0947,589.0,17.78,5936,12513628,5932,12507202,0.002808,0.0009127,0.00217,0.00796,2108,1177.0,27,19310,58,13,6,27.86,1807.0,383,49.0,-82.8,-82.8,2202,27.97,0.032,30.88,0.03,0.032,1,1807.0,27.86,0.029,49.0,14.86,0.024,6510,6510,102,57060,3624,34.12,21.02,9
2308,111439,4220,1245,23200,44.2,12.31,3,1126,26580,115,50240,29492856,26.47,29492856,26.4,22.64,0.2115,50240,50240,29593356,50240,29593356,0.02263,0.006664,0.003143,0.05157,589.0,16.77,4508,29678974,4508,29678974,0.002832,0.0008326,0.00217,0.00796,6584,2204.0,27,19310,8,5,2,27.95,2916.0,2899,49.97,-78.94,-78.94,6770,27.94,0.025,33.4,0.02,0.025,1,2916.0,27.95,0.0,49.97,15.0,0.0,5460,5460,216,17300,1984,88.3,54.3,3
2084,96898,4220,1547,10080,29.89,9.94,3,921,10536,556,21920,12865407,11.266,12842135,11.2,46.94,0.608,21890,21920,12909247,21890,12885895,0.04694,0.02211,0.00343,0.0974,589.0,17.12,6160,12939514,6156,12933088,0.00278,0.000866,0.00217,0.00796,2100,1031.0,27,17710,54,11,7,27.88,1796.0,2216,51.97,-77.6,-77.6,2200,27.98,0.029,32.1,0.03,0.028,1,1796.0,27.88,0.0,51.97,15.0,0.0,6700,6700,101,57660,3756,34.12,21.02,10
2003,94337,4220,1245,11896,44.12,11.96,3,1126,12550,409,25260,14828298,13.21,14828298,13.17,33.03,0.3987,25260,25260,14878830,25260,14878830,0.03305,0.01254,0.00714,0.06058,589.0,17.7,4730,14927295,4730,14927295,0.002386,0.0001353,0.00217,0.00796,3158,419.0,27,9656,95,23,2,27.8,2368.0,6497,46.8,-81.94,-81.94,3202,27.98,0.0,32.9,0.0,0.001,1,2368.0,27.8,0.024,46.8,14.93,0.024,5170,5170,117,49100,3872,39.78,24.5,8
1581,71518,2484,1547,9580,35.16,10.93,6,993,10440,504,20960,12299442,10.77,12247110,10.69,32.22,0.4102,20860,20960,12341350,20860,12288840,0.0322,0.01262,0.002928,0.06143,589.0,17.2,3948,12335451,3946,12329025,0.002382,0.0001918,0.00217,0.00796,3124,506.8,27,16100,26,5,2,27.9,2370.0,991,49.22,-80.06,-80.06,3168,27.98,0.001,30.38,0.0,0.001,1,2370.0,27.9,0.0,49.2,15.0,0.0,4340,4340,103,54750,3704,31.8,19.56,9
2388,105605,4220,1547,14420,60.5,14.65,2,1372,15540,268,30770,18061424,15.836,18024968,15.73,33.4,0.376,30700,30770,18122964,30700,18086384,0.0334,0.01273,0.00443,0.0653,589.0,16.52,5304,18150800,5304,18144374,0.00248,0.0007153,0.00217,0.00796,3422,1184.0,27,19310,47,15,2,27.86,2438.0,4123,50.72,-80.06,-80.06,3564,27.9,0.016,33.38,0.02,0.016,1,2440.0,27.86,0.017,50.72,14.97,0.017,5924,5924,141,36220,2940,50.84,31.39,6
2388,112330,4220,1547,14910,59.88,13.99,2,1326,15544,267,31100,18257064,16.33,18257064,16.28,31.23,0.3584,31100,31100,18319286,31100,18319286,0.03122,0.01155,0.003786,0.0583,589.0,17.81,5010,18376820,5010,18376820,0.002943,0.0003693,0.002386,0.00796,3670,1116.0,27,19310,7,3,6,27.95,2140.0,4307,45.72,-80.8,-80.8,3766,27.98,0.006,28.55,0.01,0.006,1,2140.0,27.95,0.002,45.72,14.99,0.002,5656,5656,141,36450,3060,47.72,29.45,6
2388,111432,4220,1547,20020,36.3,11.41,3,998,22020,174,43520,25541704,22.5,25372608,22.38,29.77,0.2664,43230,43520,25628732,43230,25459060,0.02974,0.01675,0.002928,0.1362,589.0,16.38,3792,25702202,3784,25666032,0.004402,0.003012,0.00217,0.01796,6780,3924.0,6,19310,43,21,2,27.81,3014.0,3137,38.53,-83.56,-83.56,7050,26.2,0.298,20.02,0.26,0.258,3,3014.0,27.81,0.011,38.53,14.88,0.011,5820,5820,180,19230,1995,74.5,45.75,4
2003,88874,4220,1245,13700,52.78,13.67,3,1297,15320,298,30060,17641552,15.42,17641552,15.39,34.22,0.398,30060,30060,17701668,30060,17701668,0.03418,0.0139,0.00307,0.06665,589.0,17.23,4940,17757600,4940,17757600,0.00323,0.001693,0.002243,0.012955,3596,1573.0,5,19310,3,1,4,27.78,2260.0,4443,43.53,-84.4,-84.4,3768,27.7,0.102,25.45,0.1,0.1,2,2260.0,27.78,0.032,43.53,14.89,0.032,6050,6050,140,36320,2968,46.0,28.38,6
2388,108071,4220,1547,23900,39.38,11.96,3,1088,27400,119,52350,30718904,26.84,30718904,26.8,21.52,0.199,52350,52350,30823580,52350,30823580,0.0215,0.006035,0.003,0.03873,589.0,16.7,4536,30912342,4536,30912342,0.002453,0.0002642,0.00217,0.00796,6812,2436.0,27,19310,9,5,1,27.95,3132.0,2718,53.4,-80.06,-80.06,7012,27.98,0.002,35.2,0.0,0.002,1,3132.0,27.95,0.0,53.4,15.0,0.0,5390,5390,223,16980,1989,94.06,57.9,3
1699,78008,3080,1547,8980,29.83,10.04,6,888,9520,523,19500,11449436,10.016,11448260,9.984,32.47,0.4136,19500,19500,11488448,19500,11487268,0.03247,0.012695,0.002571,0.0623,589.0,17.34,3702,11525976,3700,11525195,0.002258,0.0002211,0.00217,0.00796,3114,411.0,27,4824,90,17,1,27.89,2522.0,1880,53.53,-76.56,-76.56,3158,27.98,0.001,34.88,0.0,0.001,1,2522.0,27.9,0.0,53.53,15.0,0.0,4086,4086,101,58100,3836,29.33,18.05,10
1581,76096,2484,1547,8390,31.75,10.1,6,926,8984,606,18220,10696504,9.38,10696504,9.37,42.75,0.5786,18220,18220,10732952,18220,10732952,0.04272,0.02043,0.003,0.08606,589.0,17.47,4936,10771566,4936,10771566,0.002544,0.0005226,0.00217,0.007812,2184,803.5,18,6430,77,15,4,27.84,1887.0,1513,60.44,-72.0,-72.0,2244,27.98,0.01,37.34,0.01,0.01,1,1888.0,27.84,0.0,60.44,15.0,0.0,5350,5350,97,60670,3704,25.78,15.84,10
2122,98437,4220,1245,16820,85.8,16.89,3,1626,18350,227,35300,20712276,18.6,20712276,18.52,26.16,0.2764,35300,35300,20782856,35300,20782856,0.02614,0.00835,0.004356,0.04578,589.0,17.27,4376,20844688,4376,20844688,0.002764,0.0002133,0.002386,0.00796,4764,1280.0,27,19310,37,15,4,27.95,2426.0,3758,56.1,-77.5,-77.5,4844,27.98,0.002,36.16,0.0,0.001,1,2426.0,27.95,0.0,56.1,15.0,0.0,4996,4996,160,29730,2786,55.8,34.47,5
3352,177821,9500,1245,33280,24.8,10.03,4,770,29250,41,59360,33598510,30.16,33598510,30.11,17.08,0.1103,59360,59360,33717228,59360,33717228,0.01704,0.00338,0.00357,0.02278,568.0,104.94,2192,33810790,2192,33810790,0.002956,0.0,0.002956,0.002956,15416,6816.0,23,19310,3,5,1,27.95,4074.0,2378,52.3,-78.3,-78.3,16830,27.98,0.0,31.95,0.0,0.0,0,4074.0,27.95,0.0,52.3,15.0,0.0,3322,3322,308,3436,668,106.0,64.94,1
2544,115686,4220,2134,16250,73.7,15.76,2,1526,17310,230,34430,20217066,17.84,20217066,17.8,32.34,0.3293,34430,34430,20285962,34430,20285962,0.03232,0.01144,0.003,0.0567,589.0,17.27,5150,20348950,5150,20348950,0.002352,0.000595,0.00217,0.00796,3950,1556.0,26,19310,45,17,1,27.94,2742.0,3700,50.84,-80.3,-80.3,4170,27.98,0.01,31.94,0.01,0.011,1,2742.0,27.94,0.0,50.84,15.0,0.0,5800,5800,155,29300,2620,55.12,34.06,5
1406,68569,2484,1245,7864,27.14,9.47,5,825,8300,327,17090,10041836,8.8,9972744,8.7,48.7,0.7505,16980,17090,10076028,16980,10006700,0.04868,0.02518,0.00343,0.184,589.5,13.94,3456,10109273,3444,10043503,0.006165,0.003323,0.00217,0.01796,2916,2270.0,17,19310,27,7,2,27.86,2204.0,4822,32.47,-89.2,-89.2,3174,21.97,0.459,11.91,0.41,0.408,3,2204.0,27.88,0.055,32.47,14.85,0.052,6320,6320,121,38560,2836,22.7,13.93,7
2388,109073,4220,1547,16330,74.2,15.83,2,1526,17650,227,34720,20372176,17.95,20372176,17.92,31.6,0.321,34720,34720,20441604,34720,20441604,0.0316,0.011154,0.003643,0.05692,589.0,17.53,5030,20504704,5030,20504704,0.002396,0.0007405,0.00217,0.00796,4076,1668.0,27,19310,5,1,1,27.94,2692.0,3720,48.25,-82.6,-82.6,4330,27.98,0.016,30.88,0.02,0.016,1,2692.0,27.94,0.0,48.25,15.0,0.0,5708,5708,158,28930,2668,53.97,33.34,5
2388,114520,4220,1547,10960,31.75,10.08,2,926,10700,470,22670,13304681,11.79,13304681,11.77,33.12,0.4062,22670,22670,13350029,22670,13350029,0.0331,0.01271,0.003357,0.0607,589.0,18.64,4290,13393634,4290,13393634,0.002499,0.0001162,0.00217,0.00789,3124,484.8,27,9656,70,15,3,27.92,2262.0,173,57.0,-77.06,-77.06,3170,27.98,0.0,35.44,0.0,0.0,1,2262.0,27.92,0.0,57.0,15.0,0.0,4696,4696,108,52800,3750,35.22,21.7,9
1699,75138,3080,1547,10810,39.1,11.65,6,1071,11880,413,23740,13933622,12.17,13790398,12.055,40.75,0.4885,23490,23740,13981094,23490,13837382,0.04074,0.01678,0.00357,0.0842,589.0,16.42,4296,13883782,4296,13882180,0.003876,0.00243,0.002243,0.012955,3232,1176.0,27,19310,45,11,4,27.84,2212.0,6547,41.0,-84.5,-84.5,3302,27.73,0.205,22.84,0.2,0.196,2,2212.0,27.84,0.005,41.0,14.98,0.005,5800,5800,115,47700,3424,36.62,22.56,8
2008,94991,3840,1547,9256,24.89,9.02,4,826,9576,537,20100,11794205,10.38,11794205,10.33,42.34,0.544,20100,20100,11834397,20100,11834397,0.04236,0.02008,0.002928,0.09265,589.0,17.77,5064,11876086,5064,11876086,0.00252,0.0008,0.00217,0.00796,2344,843.0,27,9656,38,7,3,27.84,2114.0,1952,52.12,-77.94,-77.94,2406,27.98,0.02,32.03,0.02,0.019,1,2114.0,27.84,0.0,52.12,15.0,0.0,5530,5530,94,62050,3924,30.62,18.84,10
1007,47299,1547,1033,3014,15.336,6.83,2,609,2704,477,6310,3706168,3.252,3700288,3.234,29.7,1.079,6300,6310,3718790,6300,3712890,0.0297,0.01749,0.003786,0.1213,589.5,17.69,2056,3732776,2052,3728214,0.004414,0.002325,0.00217,0.012955,1816,1501.0,3,19310,91,21,9,27.6,1584.0,638,40.44,-82.5,-82.5,1870,27.27,0.236,22.44,0.23,0.234,2,1584.0,27.6,0.031,40.44,14.87,0.031,3140,3140,114,52350,3698,5.59,3.44,9
1699,76477,3080,1547,9140,28.27,9.96,6,860,9544,523,19870,11667053,10.19,11528533,10.055,50.94,0.682,19650,19870,11706807,19650,11567815,0.05093,0.02423,0.003714,0.0968,589.0,17.16,6210,11616858,6210,11612052,0.002974,0.000663,0.002314,0.00796,1871,996.5,24,19310,61,13,10,27.89,1607.0,1869,48.6,-80.4,-80.4,1991,27.98,0.018,29.72,0.02,0.018,1,1607.0,27.88,0.0,48.6,15.0,0.0,6736,6736,99,62240,4104,30.02,18.45,10
